,Text,Text_unigram,Text_tfidf,word_count,unigram_count,unique_word_count,unique_unigram_count,stopword_count,mean_word_length,mean_unigram_length,char_count,punctuation_count,number_count,Sentiment
  (0, 523)	0.5796301462540916",8,9,8,9,1,5.25,4.333333333333333,51,3,0,1
1031,BBY - The new AAP as Apple bleeds on the No Jobs report. Target 55,"['bby', '-', 'new', 'aap', 'apple', 'bleeds', 'on', 'no', 'job', 'report', '.', 'target', '55']","  (0, 129)	0.4057635712809869
  (0, 209)	0.346902331821772
  (0, 919)	0.3349594935810411
  (0, 614)	0.35787570657669493
  (0, 764)	0.2622649943231647
  (0, 1069)	0.27422970921810935
  (0, 742)	0.24535869525471715
  (0, 181)	0.3102769388477773
  (0, 83)	0.35212311811609687
  (0, 128)	0.16244136555605035
  (0, 783)	0.154616934265107",15,13,15,13,5,3.466666666666667,3.3076923076923075,66,2,1,1
1032,"user iGreed AAP Einhorn should hold weekly conferences, would help this stock! looks like he helped the whole mkt >It work Nsdq is p","['user', 'igreed', 'aap', 'einhorn', 'hold', 'weekly', 'conference', ',', 'would', 'help', 'stock', '!', 'look', 'like', 'helped', 'whole', 'mkt', '>', 'work', 'nsdq', 'p']","  (0, 559)	0.34409139606674966
  (0, 710)	0.3600228418938116
  (0, 309)	0.38296589557370425
  (0, 1194)	0.3300877458697447
  (0, 665)	0.3031651334607003
  (0, 663)	0.2328050837429113
  (0, 1042)	0.20030735206663358
  (0, 569)	0.2854316620146653
  (0, 1178)	0.24965829898632538
  (0, 643)	0.21370259727485044
  (0, 1200)	0.26066053669847744
  (0, 128)	0.15147877832093956
  (0, 1133)	0.1725528648794528",24,21,24,21,5,4.541666666666667,4.190476190476191,132,3,0,1
1033,X option trader takes profits in Feb26P selling 8k against 8k OI and rolling position to Feb 25P buying 8K at 1.48,"['x', 'option', 'trader', 'take', 'profit', 'feb', '26p', 'selling', '8k', '8k', 'oi', 'rolling', 'position', 'feb', '25p', 'buying', '8k', '1.48']","  (0, 966)	0.2681377958943403
  (0, 71)	0.2939168575457265
  (0, 259)	0.23974961746079562
  (0, 886)	0.2330390331356178
  (0, 816)	0.2997462293256153
  (0, 1104)	0.2736385925922147
  (0, 815)	0.24568021310058663
  (0, 460)	0.5571465519867218
  (0, 864)	0.2216321270206267
  (0, 1065)	0.23550457034368227
  (0, 778)	0.2997462293256153",22,18,21,15,5,4.2272727272727275,4.166666666666667,114,1,0,-1
1034,"From Slowdown To Lockdown: Auto Makers See Steep Fall In March Sales
https://t.co/aRCyZy3wL0","['slowdown', 'lockdown', ':', 'auto', 'maker', 'see', 'steep', 'fall', 'march', 'sale', 'https://t.co/arcyzy3wl0']","  (0, 655)	0.3977457631261158
  (0, 578)	0.20486071475044268
  (0, 577)	0.20457569891999905
  (0, 188)	0.4595239693734355
  (0, 450)	0.376257973879299
  (0, 303)	0.2031689558938124
  (0, 685)	0.36325093447290896
  (0, 944)	0.3789281825709942
  (0, 958)	0.29737418173254687",13,11,13,11,3,6.153846153846154,6.363636363636363,92,6,0,-1
1035,SWI was a beaut,"['swi', 'beaut']",,4,2,4,2,2,3.0,4.0,15,0,0,1
1036,I don't care what anybody says. NFX may have a little earnings boost and I stopped out but the MACD divergence is there! Will short again.,"['not', 'care', 'anybody', 'say', '.', 'nfx', 'may', 'little', 'earnings', 'boost', 'stopped', 'out', 'macd', 'divergence', '!', 'short', '.']","  (0, 234)	0.4124819202946811
  (0, 384)	0.39121202055257664
  (0, 750)	0.27875821946646345
  (0, 676)	0.33004316540788287
  (0, 653)	0.3221619567371635
  (0, 404)	0.2828146688168344
  (0, 949)	0.2964090216757353
  (0, 766)	0.21125140782027366
  (0, 821)	0.22444228895146548
  (0, 696)	0.2889125013832786
  (0, 987)	0.20018611646113363",26,17,25,16,12,4.346153846153846,4.352941176470588,138,4,0,-1
1037,PCN while I didnt promise to fill short target in a day here we are !  shouldnt be a shock at all.  ,"['pcn', 'not', 'promise', 'fill', 'short', 'target', 'day', '!', 'not', 'shock', '.']","  (0, 838)	0.4772089788231731
  (0, 468)	0.43879790986592754
  (0, 364)	0.28076510968607976
  (0, 1069)	0.3592417158910414
  (0, 766)	0.5510638055679901
  (0, 987)	0.2610996165592471",22,11,21,10,11,3.4545454545454546,3.727272727272727,100,2,0,-1
1038,"Gap-Up Opening For Sensex, Nifty Amid Gains In Asian Markets
https://t.co/nBuylWqckb","['gap-up', 'opening', 'sensex', ',', 'nifty', 'amid', 'gain', 'asian', 'market', 'https://t.co/nbuylwqckb']","  (0, 970)	0.27634185391924804
  (0, 756)	0.24787592247705076
  (0, 968)	0.24370186901414992
  (0, 690)	0.35461180433317907
  (0, 689)	0.35461180433317907
  (0, 167)	0.2584910641573819
  (0, 578)	0.1580897462077824
  (0, 577)	0.1578698012546716
  (0, 810)	0.3295530172073747
  (0, 303)	0.1567842263641401
  (0, 496)	0.2748349573342724
  (0, 498)	0.2514829771017687
  (0, 1127)	0.3478715019208511
  (0, 688)	0.20393911318986127",11,10,11,10,2,6.7272727272727275,6.7,84,7,0,1
1039,"Chinaâ€™s restrictions strand face masks, coronavirus test kits and other critical products bound for the U.S., Stateâ€¦ https://t.co/2jAdokQBJj","['chinaâ', '€', '™', 'restriction', 'strand', 'face', 'mask', ',', 'coronavirus', 'test', 'kit', 'critical', 'product', 'bound', '.', '.', ',', 'stateâ', '€', '¦', 'https://t.co/2jadokqbjj']","  (0, 321)	0.38827342054405506
  (0, 578)	0.27162709908031507
  (0, 577)	0.2712491934222699
  (0, 303)	0.269383977205388
  (0, 885)	0.6092879394218168
  (0, 1076)	0.5080224647711197",18,21,18,18,4,7.055555555555555,5.0476190476190474,144,9,0,1
1040,Z Zillow from watch list over line as a continuation with volume of 40% of average full day   ,"['z', 'zillow', 'watch', 'list', 'over', 'line', 'continuation', 'volume', '40', '%', 'average', 'full', 'day']","  (0, 316)	0.3536678073801241
  (0, 824)	0.3509682027373177
  (0, 490)	0.30489162496605055
  (0, 192)	0.28733971091280924
  (0, 1167)	0.28655998181085374
  (0, 489)	0.285791636022826
  (0, 364)	0.19958187074209052
  (0, 56)	0.2967785588056045
  (0, 652)	0.2786685191430186
  (0, 1164)	0.22822571636664793
  (0, 1152)	0.20879353138006432
  (0, 648)	0.2657385821351845
  (0, 823)	0.20139170241815785",18,13,17,13,7,4.111111111111111,4.538461538461538,94,1,0,1
1041,AAP has made no attempt to fight this sell off,"['aap', 'made', 'no', 'attempt', 'fight', 'sell', 'off']","  (0, 467)	0.4877871524931591
  (0, 963)	0.4826952419751687
  (0, 677)	0.41056264729742664
  (0, 764)	0.31883559316724047
  (0, 962)	0.3511292365324343
  (0, 775)	0.3107427974710428
  (0, 128)	0.1974799926144215",10,7,10,7,5,3.7,4.0,46,0,0,-1
1042,DDD dipping in long here - oversold on split adn earnings confusion,"['ddd', 'dipping', 'long', '-', 'oversold', 'on', 'split', 'adn', 'earnings', 'confusion']","  (0, 827)	0.5232453584292492
  (0, 1022)	0.5154522318100457
  (0, 366)	0.4038843061921695
  (0, 404)	0.3879377270904179
  (0, 659)	0.31863496204046793
  (0, 783)	0.21301840221292873",12,10,12,10,3,4.666666666666667,5.0,67,1,0,1
1043,user also CST is better NFX b/c streaming movies is 4 suckers. The movie clarity is awful. The movies skip b/c int connections.,"['user', 'also', 'cst', 'better', 'nfx', 'b', '/', 'c', 'streaming', 'movie', '4', 'sucker', '.', 'movie', 'clarity', 'awful', '.', 'movie', 'skip', 'b', '/', 'c', 'int', 'connection', '.']","  (0, 352)	0.5378808287955341
  (0, 750)	0.4098051580000961
  (0, 221)	0.49070400755974797
  (0, 163)	0.47676293525142205
  (0, 1133)	0.27322266931204076",23,25,18,18,5,4.565217391304348,3.56,127,5,1,1
1044,I WI SHOT WFC under 37.,"['wi', 'shot', 'wfc', 'under', '37', '.']","  (0, 1185)	0.5523645897419697
  (0, 1126)	0.4294382959259485
  (0, 993)	0.4800793394734632
  (0, 52)	0.5291502034414485",6,6,6,6,2,3.0,2.8333333333333335,23,1,0,-1
1045,AAP Drop !,"['aap', 'drop', '!']","  (0, 396)	0.8933210772215412
  (0, 128)	0.4494190171674374",3,3,3,3,0,2.6666666666666665,2.6666666666666665,10,1,0,-1
1046,BAC gonna go BOOM!,"['bac', 'going', 'go', 'boom', '!']","  (0, 515)	0.5959982607891435
  (0, 518)	0.5690957076765949
  (0, 198)	0.5664946148379448",4,5,4,5,0,3.75,3.0,18,1,0,1
1047,AAP Marketing Chief Phil Schiller will  not resort to a cheaper iPhone to expand its market share ETES,"['aap', 'marketing', 'chief', 'phil', 'schiller', 'not', 'resort', 'cheaper', 'iphone', 'expand', 'market', 'share', 'etes']","  (0, 606)	0.6515109341087251
  (0, 983)	0.46904566336807424
  (0, 766)	0.35792801050270295
  (0, 688)	0.3885884961265104
  (0, 128)	0.2764347814369487",18,13,17,13,6,4.666666666666667,5.538461538461538,102,0,0,-1
1048,SANW Piper puts 14 tgt on it today. They did recent offering. Would love to know what they said. I think will be a quiet yr pricewise,"['sanw', 'piper', 'put', '14', 'tgt', 'on', 'today', '.', 'recent', 'offering', '.', 'would', 'love', 'know', 'said', '.', 'think', 'quiet', 'yr', 'pricewise']","  (0, 943)	0.3366417782372014
  (0, 1077)	0.30513731145468004
  (0, 17)	0.3062272740505564
  (0, 914)	0.32143452614387885
  (0, 894)	0.2684966413471689
  (0, 1080)	0.27126488182386654
  (0, 672)	0.327660692064745
  (0, 1219)	0.34746747979680703
  (0, 624)	0.3040693698185302
  (0, 1092)	0.20242828559068343
  (0, 1200)	0.26143799659844574
  (0, 783)	0.14461243595549053",27,20,27,18,11,3.962962962962963,3.95,133,3,1,1
1049,GMX -13%,"['gmx', '-', '13', '%']","  (0, 514)	0.7898368164568076
  (0, 15)	0.6133170496320604",2,4,2,4,0,3.5,1.75,8,2,0,-1
1050,BAC Solid Buying on EOD !!!!,"['bac', 'solid', 'buying', 'on', 'eod', '!', '!', '!']","  (0, 427)	0.5663009396358051
  (0, 259)	0.4464774156227317
  (0, 1013)	0.5377271187035693
  (0, 198)	0.36991631734421804
  (0, 783)	0.23232009615980287",6,8,6,6,1,3.8333333333333335,2.75,28,4,0,1
1051,"ed Weekly Triangle on HEK,....Scaling p  ","['ed', 'weekly', 'triangle', 'on', 'hek', ',', '...', 'scaling', 'p']","  (0, 953)	0.3595242053709422
  (0, 416)	0.3768334187663863
  (0, 415)	0.3768334187663863
  (0, 410)	0.3275974413810661
  (0, 1182)	0.3217021703187243
  (0, 1114)	0.29494637803544654
  (0, 1181)	0.31934234411299
  (0, 1113)	0.28039945291893775
  (0, 1178)	0.28501388345249934
  (0, 783)	0.16460090871300184",6,9,6,9,1,5.666666666666667,3.6666666666666665,41,5,0,1
1052,DTK CAY OC PFE MK TX BAC BIB from STEM JAZZ ONCY KEX XOMA etc and IMO a great pick SH and ong Term ONVO has potential,"['dtk', 'cay', 'oc', 'pfe', 'mk', 'tx', 'bac', 'bib', 'stem', 'jazz', 'oncy', 'kex', 'xoma', 'etc', 'going', 'great', 'pick', 'sh', 'ong', 'term', 'onvo', 'potential']","  (0, 622)	0.4198724654500016
  (0, 869)	0.3769473447767546
  (0, 845)	0.3643668683184115
  (0, 773)	0.39615942778403657
  (0, 518)	0.25592200713836516
  (0, 528)	0.3081956468098969
  (0, 198)	0.25475229720901377
  (0, 800)	0.26912010599775477
  (0, 1075)	0.30676914811717465",27,22,26,22,5,3.3703703703703702,3.590909090909091,117,0,0,1
1053,ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal  ,"['onty', 'look', 'poised', 'bounce', 'bottom', '.', 'si', 'starting', 'turn', '&', 'macd', 'crossing', 'signal']","  (0, 346)	0.3748514568039041
  (0, 997)	0.30825294134315373
  (0, 861)	0.36623357116189414
  (0, 676)	0.29993353714250565
  (0, 237)	0.2890849440772977
  (0, 1121)	0.3346051063770109
  (0, 1036)	0.3346051063770109
  (0, 1000)	0.31368821625398946
  (0, 663)	0.22787231396063057
  (0, 235)	0.28733605122013234",19,13,18,13,7,4.157894736842105,4.615384615384615,99,2,0,1
1054,"Green Weekly & Monthly Triangle on HBAN,....pdating  ","['green', 'weekly', '&', 'monthly', 'triangle', 'on', 'hban', ',', '...', 'pdating']","  (0, 721)	0.30720602951423026
  (0, 1180)	0.34415681502661083
  (0, 531)	0.34415681502661083
  (0, 720)	0.30720602951423026
  (0, 1179)	0.34003568003787316
  (0, 1114)	0.2321770733630247
  (0, 530)	0.26460363061102743
  (0, 839)	0.2842108383547793
  (0, 719)	0.2893361771937537
  (0, 529)	0.2334073548453959
  (0, 1113)	0.2207259664788568
  (0, 1178)	0.22435837242211798
  (0, 783)	0.12957120379788598",7,10,7,10,1,6.428571428571429,4.4,53,6,0,-1
1055,"Buy signal at 70 in ate November 2012 was right on the money, bounced perfectly off the trend line MEI","['buy', 'signal', '70', 'ate', 'november', '2012', 'right', 'on', 'money', ',', 'bounced', 'perfectly', 'off', 'trend', 'line', 'mei']","  (0, 238)	0.3795503662383054
  (0, 933)	0.28595948256914994
  (0, 717)	0.2875668114411597
  (0, 98)	0.294541699113268
  (0, 30)	0.3410225738272034
  (0, 1000)	0.317620420576694
  (0, 775)	0.2362321906318886
  (0, 256)	0.22857449497896867
  (0, 1111)	0.33879951208790104
  (0, 648)	0.2637356748986607
  (0, 1110)	0.2733626076020609
  (0, 783)	0.14289648122069917",20,16,19,16,7,4.15,4.375,102,1,2,1
1056,user  IFE is good?;),"['user', 'ife', 'good', '?', ';)']","  (0, 521)	0.7902260119026966
  (0, 1133)	0.6128155106656156",4,5,4,5,1,4.0,2.8,20,3,0,-1
1057,ADM 50ma crossing above 200ma,"['adm', '50ma', 'crossing', '200ma']","  (0, 346)	1.0",5,4,5,4,1,5.0,5.0,29,0,0,1
1058,â€œYou are playing with fire when you are investing in something that will have three times the volatility of the S&amp;Pâ€¦ https://t.co/nUjx4fHTcR,"['â', '€', 'œyou', 'playing', 'fire', 'investing', 'something', 'three', 'time', 'volatility', '&', 'pâ', '€', '¦', 'https://t.co/nujx4fhtcr']","  (0, 578)	0.20384195188006948
  (0, 577)	0.20355835342018358
  (0, 1085)	0.4527483255611289
  (0, 1015)	0.4098408336120647
  (0, 1151)	0.4485477879241914
  (0, 475)	0.46727178952054016
  (0, 303)	0.20215860606207797
  (0, 1090)	0.2892330459577074",22,15,20,14,12,5.7727272727272725,5.466666666666667,148,7,0,1
1059,"user: Anyone like V? ooks bullish here, needs a little volume and we have lift off.  ","['user', ':', 'anyone', 'like', 'v', '?', 'ooks', 'bullish', ',', 'need', 'little', 'volume', 'lift', 'off', '.']","  (0, 805)	0.4065214312383863
  (0, 177)	0.4228823173599301
  (0, 653)	0.3811317091902092
  (0, 254)	0.3280684508678502
  (0, 775)	0.30372141045619605
  (0, 736)	0.3424920786998525
  (0, 1152)	0.2664204985924789
  (0, 643)	0.2723048933806344
  (0, 1133)	0.2198709331224963",16,15,16,15,4,4.25,3.533333333333333,85,4,0,1
1060,Watch DECK over 49.20.,"['watch', 'deck', 'over', '49.20', '.']","  (0, 375)	0.5481597800713568
  (0, 25)	0.3989474981942091
  (0, 72)	0.5518919968817682
  (0, 1164)	0.36408508187981586
  (0, 823)	0.321277179592833",4,5,4,5,1,4.75,3.8,22,2,0,1
1061,INT #1 on SMB adar weak today,"['int', '#', '1', 'on', 'smb', 'adar', 'weak', 'today']","  (0, 1173)	0.8059016012033283
  (0, 1092)	0.48174707646780673
  (0, 783)	0.34415456337615613",7,8,7,8,1,3.2857142857142856,2.875,29,1,0,-1
1062,"SBX, slow and steady wins the race.  p > 20% since we covered the third place concept:  ","['sbx', ',', 'slow', 'steady', 'win', 'race', '.', 'p', '>', '20', '%', 'since', 'covered', 'third', 'place', 'concept', ':']","  (0, 848)	0.3837321980762573
  (0, 1082)	0.39690505685808086
  (0, 333)	0.37000479204367087
  (0, 1006)	0.3731269237904505
  (0, 25)	0.25954276326720294
  (0, 1001)	0.2791400909445063
  (0, 951)	0.37000479204367087
  (0, 1187)	0.37000479204367087",17,17,16,17,4,4.0588235294117645,3.3529411764705883,88,5,0,1
1063,IBM to double investment in mobile. Analysis of IBM:  & broader mobile movement:  ,"['ibm', 'double', 'investment', 'mobile', '.', 'analysis', 'ibm', ':', '&', 'broader', 'mobile', 'movement', ':']","  (0, 602)	0.3801889639318053
  (0, 580)	0.7495101540245717
  (0, 173)	0.38619584723684447
  (0, 391)	0.3801889639318053",13,13,13,10,3,5.153846153846154,4.6923076923076925,82,4,0,1
1064,Big boy stock GE starting to build a very constructive right side of a current 14-week cup base.,"['big', 'boy', 'stock', 'ge', 'starting', 'build', 'constructive', 'right', 'side', 'current', '14', '-', 'week', 'cup', 'base', '.']","  (0, 933)	0.2818911475791976
  (0, 240)	0.3741505172053462
  (0, 998)	0.3298579501258536
  (0, 206)	0.3039526767173175
  (0, 17)	0.29828862781729504
  (0, 224)	0.24983651597975878
  (0, 1176)	0.23080550801064145
  (0, 1036)	0.3339794239508599
  (0, 354)	0.3242351765263077
  (0, 1042)	0.1956965365375222
  (0, 356)	0.34600847097166226",18,16,17,16,5,4.388888888888889,4.3125,96,2,0,1
1065,SD thx user - daily   ,"['sd', 'thanks', 'user', '-', 'daily']","  (0, 954)	0.6156499782843197
  (0, 1078)	0.5721448226146063
  (0, 360)	0.45967899645305843
  (0, 1133)	0.2869157130826518",5,5,5,5,0,3.0,3.6,22,1,0,1
1066,SCTY day trading 16.49 with tight stops easing the TAN PW to clients and creating energy off homes IMO 10 years they will rival DK,"['scty', 'day', 'trading', '16.49', 'tight', 'stop', 'easing', 'tan', 'pw', 'client', 'creating', 'energy', 'off', 'home', 'going', '10', 'year', 'rival', 'dk']","  (0, 422)	0.38276098013530063
  (0, 1088)	0.3416654147942672
  (0, 1106)	0.28999933709059594
  (0, 572)	0.3439072813972951
  (0, 19)	0.29798236654101323
  (0, 11)	0.24239548385123047
  (0, 364)	0.19975313248464077
  (0, 775)	0.23823047708245199
  (0, 1045)	0.2251980253405142
  (0, 72)	0.34624881863427875
  (0, 518)	0.2305080050354901
  (0, 1213)	0.257772131524542",25,19,25,19,7,4.24,4.421052631578948,130,1,1,1
1067,SMB adar weak today FAST ADTN CAM   ,"['smb', 'adar', 'weak', 'today', 'fast', 'adtn', 'cam']","  (0, 1173)	0.6478663578601319
  (0, 453)	0.6559612491156069
  (0, 1092)	0.3872777065772573",7,7,7,7,0,3.857142857142857,3.857142857142857,36,0,0,-1
1068,Hope you got short! AIG   ,"['hope', 'got', 'short', '!', 'aig']","  (0, 573)	0.5318641405650105
  (0, 154)	0.6027940844527707
  (0, 524)	0.5085428291311965
  (0, 987)	0.30845424080246864",5,5,5,5,1,3.8,3.2,26,1,0,-1
1069,WNC The bull roars in WNC   ,"['wnc', 'bull', 'roar', 'wnc']","  (0, 252)	1.0",6,4,5,3,2,3.3333333333333335,3.5,28,0,0,1
1070,sold a little goog ...first time in a while,"['sold', 'little', 'goog', '...', 'first', 'time']","  (0, 1012)	0.502275863708119
  (0, 653)	0.49206366796171136
  (0, 477)	0.46243282457041146
  (0, 1090)	0.38529948440412753
  (0, 523)	0.3785399496566699",9,6,8,6,4,3.888888888888889,4.333333333333333,43,3,0,1
1071,user says you might double your money in closed end fund GSVC this year if Twitter pulls off a good IPO.  ,"['user', 'say', 'might', 'double', 'money', 'closed', 'end', 'fund', 'gsvc', 'year', 'twitter', 'pull', 'off', 'good', 'ipo', '.']","  (0, 391)	0.35442881451944047
  (0, 492)	0.30467573261079883
  (0, 421)	0.29097219260821955
  (0, 717)	0.2926076970577637
  (0, 703)	0.31627584433114186
  (0, 949)	0.2775255035751096
  (0, 296)	0.33287846536123117
  (0, 775)	0.24037320901285986
  (0, 521)	0.22438821572913403
  (0, 889)	0.34256880154406705
  (0, 1213)	0.2600906282330709
  (0, 1133)	0.17401170923025439",21,16,21,16,7,4.0,4.125,106,1,0,1
1072,"When you pay with plastic, merchants have to pay up to banks. Soon, some small businesses could have to pay more. https://t.co/KcmN6jBj8j","['pay', 'plastic', ',', 'merchant', 'pay', 'bank', '.', 'soon', ',', 'small', 'business', 'could', 'pay', '.', 'https://t.co/kcmn6jbj8j']","  (0, 1010)	0.313637418171263
  (0, 578)	0.13518235042087032
  (0, 577)	0.1349942757579782
  (0, 255)	0.25684877277317103
  (0, 303)	0.1340660019845037
  (0, 204)	0.2229123465340135
  (0, 1009)	0.24828302164013688
  (0, 330)	0.20509268090597152
  (0, 835)	0.7556460828005497
  (0, 1016)	0.23830753098017857",22,15,17,11,10,5.2727272727272725,5.133333333333334,137,9,0,-1
1073,AAP last minute vol is not bad.. i think it gives us a AM fade gap. see what happens in the AM.,"['aap', 'last', 'minute', 'vol', 'not', 'bad', '..', 'think', 'give', 'u', 'fade', 'gap', '.', 'see', 'happens', '.']","  (0, 508)	0.3508615756176863
  (0, 202)	0.36574653525038636
  (0, 498)	0.2791023681981506
  (0, 1149)	0.3189803253096468
  (0, 1080)	0.28747928692181396
  (0, 707)	0.3438498099684793
  (0, 630)	0.27656704824046635
  (0, 766)	0.20847846561317424
  (0, 541)	0.38969238056384276
  (0, 128)	0.16101198393259877
  (0, 958)	0.2546849060667322",22,16,22,15,9,3.3636363636363638,3.3125,95,4,0,-1
1074,COMPQ SPX AAP FB BAC GD SV 5 Characteristics of a successful trader  ,"['compq', 'spx', 'aap', 'fb', 'bac', 'gd', 'sv', '5', 'characteristic', 'successful', 'trader']","  (0, 502)	0.3886750220181976
